alg,n,m,p_max,I,mean,std,min,max
FastGreedy,10,10,7,44,1.4,0,1.4,1.4
QThreshold,10,10,7,44,2.5,0,2.5,2.5
Random,10,10,7,44,2.05,0.0,2.05,2.05
RandomizedPmax,10,10,7,44,1.05625,0.05460559342533815,1.0,1.2
FastGreedy,10,10,7,45,1.0,0,1.0,1.0
QThreshold,10,10,7,45,1.0,0,1.0,1.0
Random,10,10,7,45,3.5,0.0,3.5,3.5
RandomizedPmax,10,10,7,45,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,46,1.75,0,1.75,1.75
QThreshold,10,10,7,46,2.5,0,2.5,2.5
Random,10,10,7,46,2.0,0.0,2.0,2.0
RandomizedPmax,10,10,7,46,1.45,0.2549509756796392,1.0,1.9
FastGreedy,10,10,7,47,2.1,0,2.1,2.1
QThreshold,10,10,7,47,4.0,0,4.0,4.0
Random,10,10,7,47,3.4,0.0,3.4,3.4
RandomizedPmax,10,10,7,47,1.7161290322580651,0.15881978871085384,1.3,2.0
FastGreedy,10,10,7,48,1.7,0,1.7,1.7
QThreshold,10,10,7,48,5.0,0,5.0,5.0
Random,10,10,7,48,3.2,0.0,3.2,3.2
RandomizedPmax,10,10,7,48,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,49,1.75,0,1.75,1.75
QThreshold,10,10,7,49,2.5,0,2.5,2.5
Random,10,10,7,49,1.6,0.0,1.6,1.6
RandomizedPmax,10,10,7,49,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,50,2.0,0,2.0,2.0
QThreshold,10,10,7,50,5.0,0,5.0,5.0
Random,10,10,7,50,5.4,0.0,5.4,5.4
RandomizedPmax,10,10,7,50,1.6916666666666669,0.09537935951882998,1.5,1.9
FastGreedy,10,10,7,51,1.7,0,1.7,1.7
QThreshold,10,10,7,51,2.0,0,2.0,2.0
Random,10,10,7,51,3.5,0.0,3.5,3.5
RandomizedPmax,10,10,7,51,1.7,0.12909944487358055,1.5,2.0
FastGreedy,10,10,7,52,1.0,0,1.0,1.0
QThreshold,10,10,7,52,1.0,0,1.0,1.0
Random,10,10,7,52,5.0,0.0,5.0,5.0
RandomizedPmax,10,10,7,52,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,53,2.0,0,2.0,2.0
QThreshold,10,10,7,53,5.0,0,5.0,5.0
Random,10,10,7,53,4.1,0.0,4.1,4.1
RandomizedPmax,10,10,7,53,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,54,1.7,0,1.7,1.7
QThreshold,10,10,7,54,2.0,0,2.0,2.0
Random,10,10,7,54,3.6,0.0,3.6,3.6
RandomizedPmax,10,10,7,54,1.7,0.17795130420052188,1.3,2.0
FastGreedy,10,10,7,55,1.7,0,1.7,1.7
QThreshold,10,10,7,55,2.0,0,2.0,2.0
Random,10,10,7,55,3.3,0.0,3.3,3.3
RandomizedPmax,10,10,7,55,1.9,0.07559289460184543,1.8,2.0
FastGreedy,10,10,7,56,1.7,0,1.7,1.7
QThreshold,10,10,7,56,2.0,0,2.0,2.0
Random,10,10,7,56,3.4,0.0,3.4,3.4
RandomizedPmax,10,10,7,56,1.7,0.08528028654224416,1.6,1.9
FastGreedy,10,10,7,57,1.7,0,1.7,1.7
QThreshold,10,10,7,57,7.0,0,7.0,7.0
Random,10,10,7,57,4.3,0.0,4.3,4.3
RandomizedPmax,10,10,7,57,2.0,0.0,2.0,2.0
FastGreedy,10,10,7,58,1.2,0,1.2,1.2
QThreshold,10,10,7,58,1.0,0,1.0,1.0
Random,10,10,7,58,1.7333333333333334,0.0,1.7333333333333334,1.7333333333333334
RandomizedPmax,10,10,7,58,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333
FastGreedy,10,10,7,59,1.0,0,1.0,1.0
QThreshold,10,10,7,59,1.0,0,1.0,1.0
Random,10,10,7,59,2.6,0.0,2.6,2.6
RandomizedPmax,10,10,7,59,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,60,1.7,0,1.7,1.7
QThreshold,10,10,7,60,7.0,0,7.0,7.0
Random,10,10,7,60,5.9,0.0,5.9,5.9
RandomizedPmax,10,10,7,60,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,61,1.0,0,1.0,1.0
QThreshold,10,10,7,61,7.0,0,7.0,7.0
Random,10,10,7,61,3.8,0.0,3.8,3.8
RandomizedPmax,10,10,7,61,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,62,1.0,0,1.0,1.0
QThreshold,10,10,7,62,1.0,0,1.0,1.0
Random,10,10,7,62,3.7,0.0,3.7,3.7
RandomizedPmax,10,10,7,62,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,63,2.2,0,2.2,2.2
QThreshold,10,10,7,63,6.0,0,6.0,6.0
Random,10,10,7,63,5.8,0.0,5.8,5.8
RandomizedPmax,10,10,7,63,1.6833333333333336,0.16749792701868152,1.3,1.9
FastGreedy,10,10,7,64,1.7,0,1.7,1.7
QThreshold,10,10,7,64,6.0,0,6.0,6.0
Random,10,10,7,64,2.7,0.0,2.7,2.7
RandomizedPmax,10,10,7,64,1.7,0.08164965809277261,1.6,1.8
FastGreedy,10,10,7,65,1.0,0,1.0,1.0
QThreshold,10,10,7,65,1.0,0,1.0,1.0
Random,10,10,7,65,4.3,0.0,4.3,4.3
RandomizedPmax,10,10,7,65,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,66,1.7,0,1.7,1.7
QThreshold,10,10,7,66,2.0,0,2.0,2.0
Random,10,10,7,66,3.1,0.0,3.1,3.1
RandomizedPmax,10,10,7,66,1.9,0.08944271909999159,1.8,2.0
FastGreedy,10,10,7,67,1.7,0,1.7,1.7
QThreshold,10,10,7,67,7.0,0,7.0,7.0
Random,10,10,7,67,5.8,0.0,5.8,5.8
RandomizedPmax,10,10,7,67,1.7249999999999996,0.13181426326464066,1.4,2.0
FastGreedy,10,10,7,68,1.0,0,1.0,1.0
QThreshold,10,10,7,68,1.0,0,1.0,1.0
Random,10,10,7,68,2.6,0.0,2.6,2.6
RandomizedPmax,10,10,7,68,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,69,2.1,0,2.1,2.1
QThreshold,10,10,7,69,4.0,0,4.0,4.0
Random,10,10,7,69,4.4,0.0,4.4,4.4
RandomizedPmax,10,10,7,69,1.6,0.08164965809277261,1.5,1.7
FastGreedy,10,10,7,70,1.15,0,1.15,1.15
QThreshold,10,10,7,70,1.0,0,1.0,1.0
Random,10,10,7,70,1.6,0.0,1.6,1.6
RandomizedPmax,10,10,7,70,1.0066666666666666,0.01699673171197593,1.0,1.05
FastGreedy,10,10,7,71,2.0,0,2.0,2.0
QThreshold,10,10,7,71,5.0,0,5.0,5.0
Random,10,10,7,71,3.7,0.0,3.7,3.7
RandomizedPmax,10,10,7,71,1.7083333333333333,0.14976833963009523,1.5,1.9
FastGreedy,10,10,7,72,1.9,0,1.9,1.9
QThreshold,10,10,7,72,2.5,0,2.5,2.5
Random,10,10,7,72,2.25,0.0,2.25,2.25
RandomizedPmax,10,10,7,72,1.2,0.0,1.2,1.2
FastGreedy,10,10,7,73,2.0,0,2.0,2.0
QThreshold,10,10,7,73,5.0,0,5.0,5.0
Random,10,10,7,73,3.5,0.0,3.5,3.5
RandomizedPmax,10,10,7,73,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,74,1.6,0,1.6,1.6
QThreshold,10,10,7,74,6.0,0,6.0,6.0
Random,10,10,7,74,5.6,0.0,5.6,5.6
RandomizedPmax,10,10,7,74,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,75,1.35,0,1.35,1.35
QThreshold,10,10,7,75,2.0,0,2.0,2.0
Random,10,10,7,75,2.45,0.0,2.45,2.45
RandomizedPmax,10,10,7,75,1.15,0.040824829046386304,1.1,1.2
FastGreedy,10,10,7,76,1.0,0,1.0,1.0
QThreshold,10,10,7,76,1.0,0,1.0,1.0
Random,10,10,7,76,4.2,0.0,4.2,4.2
RandomizedPmax,10,10,7,76,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,77,1.7,0,1.7,1.7
QThreshold,10,10,7,77,7.0,0,7.0,7.0
Random,10,10,7,77,3.9,0.0,3.9,3.9
RandomizedPmax,10,10,7,77,1.6866666666666663,0.12036980056845197,1.5,1.9
FastGreedy,10,10,7,78,2.0,0,2.0,2.0
QThreshold,10,10,7,78,4.0,0,4.0,4.0
Random,10,10,7,78,3.0,0.0,3.0,3.0
RandomizedPmax,10,10,7,78,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,79,1.7,0,1.7,1.7
QThreshold,10,10,7,79,2.0,0,2.0,2.0
Random,10,10,7,79,2.2,0.0,2.2,2.2
RandomizedPmax,10,10,7,79,1.7071428571428569,0.10326308782000686,1.5,1.9
FastGreedy,10,10,7,80,2.1,0,2.1,2.1
QThreshold,10,10,7,80,4.0,0,4.0,4.0
Random,10,10,7,80,3.5,0.0,3.5,3.5
RandomizedPmax,10,10,7,80,1.7,0.0,1.7,1.7
FastGreedy,10,10,7,81,1.4,0,1.4,1.4
QThreshold,10,10,7,81,5.0,0,5.0,5.0
Random,10,10,7,81,3.2,0.0,3.2,3.2
RandomizedPmax,10,10,7,81,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,82,1.0,0,1.0,1.0
QThreshold,10,10,7,82,1.0,0,1.0,1.0
Random,10,10,7,82,1.7,0.0,1.7,1.7
RandomizedPmax,10,10,7,82,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,83,2.0,0,2.0,2.0
QThreshold,10,10,7,83,6.0,0,6.0,6.0
Random,10,10,7,83,3.8,0.0,3.8,3.8
RandomizedPmax,10,10,7,83,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,84,1.4,0,1.4,1.4
QThreshold,10,10,7,84,5.0,0,5.0,5.0
Random,10,10,7,84,3.7,0.0,3.7,3.7
RandomizedPmax,10,10,7,84,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,85,1.8,0,1.8,1.8
QThreshold,10,10,7,85,6.0,0,6.0,6.0
Random,10,10,7,85,3.5,0.0,3.5,3.5
RandomizedPmax,10,10,7,85,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,86,1.7,0,1.7,1.7
QThreshold,10,10,7,86,2.0,0,2.0,2.0
Random,10,10,7,86,4.4,0.0,4.4,4.4
RandomizedPmax,10,10,7,86,2.0,0.0,2.0,2.0
FastGreedy,10,10,7,87,1.8,0,1.8,1.8
QThreshold,10,10,7,87,3.0,0,3.0,3.0
Random,10,10,7,87,5.1,0.0,5.1,5.1
RandomizedPmax,10,10,7,87,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,88,1.6,0,1.6,1.6
QThreshold,10,10,7,88,1.0,0,1.0,1.0
Random,10,10,7,88,2.1,0.0,2.1,2.1
RandomizedPmax,10,10,7,88,1.4,0.0,1.4,1.4
FastGreedy,10,10,7,89,2.0,0,2.0,2.0
QThreshold,10,10,7,89,7.0,0,7.0,7.0
Random,10,10,7,89,4.4,0.0,4.4,4.4
RandomizedPmax,10,10,7,89,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,90,1.9,0,1.9,1.9
QThreshold,10,10,7,90,5.0,0,5.0,5.0
Random,10,10,7,90,3.9,0.0,3.9,3.9
RandomizedPmax,10,10,7,90,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,91,2.0,0,2.0,2.0
QThreshold,10,10,7,91,5.0,0,5.0,5.0
Random,10,10,7,91,3.2,0.0,3.2,3.2
RandomizedPmax,10,10,7,91,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,92,1.7,0,1.7,1.7
QThreshold,10,10,7,92,7.0,0,7.0,7.0
Random,10,10,7,92,2.6,0.0,2.6,2.6
RandomizedPmax,10,10,7,92,1.707692307692308,0.16390212117432706,1.3,1.9
FastGreedy,10,10,7,93,1.8,0,1.8,1.8
QThreshold,10,10,7,93,3.0,0,3.0,3.0
Random,10,10,7,93,3.6,0.0,3.6,3.6
RandomizedPmax,10,10,7,93,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,94,1.7,0,1.7,1.7
QThreshold,10,10,7,94,7.0,0,7.0,7.0
Random,10,10,7,94,4.1,0.0,4.1,4.1
RandomizedPmax,10,10,7,94,1.7324324324324327,0.12314362972858936,1.5,1.9
FastGreedy,10,10,7,95,2.0,0,2.0,2.0
QThreshold,10,10,7,95,5.0,0,5.0,5.0
Random,10,10,7,95,3.8,0.0,3.8,3.8
RandomizedPmax,10,10,7,95,1.9,0.08164965809277261,1.8,2.0
FastGreedy,10,10,7,96,1.8,0,1.8,1.8
QThreshold,10,10,7,96,2.0,0,2.0,2.0
Random,10,10,7,96,2.05,0.0,2.05,2.05
RandomizedPmax,10,10,7,96,1.6,0.0,1.6,1.6
FastGreedy,10,10,7,97,1.0,0,1.0,1.0
QThreshold,10,10,7,97,1.0,0,1.0,1.0
Random,10,10,7,97,2.9,0.0,2.9,2.9
RandomizedPmax,10,10,7,97,1.0,0.0,1.0,1.0
FastGreedy,10,10,7,98,2.1,0,2.1,2.1
QThreshold,10,10,7,98,4.0,0,4.0,4.0
Random,10,10,7,98,4.2,0.0,4.2,4.2
RandomizedPmax,10,10,7,98,1.6710526315789473,0.15879131412153252,1.3,2.0
FastGreedy,10,10,7,99,1.0,0,1.0,1.0
QThreshold,10,10,7,99,6.0,0,6.0,6.0
Random,10,10,7,99,3.5,0.0,3.5,3.5
RandomizedPmax,10,10,7,99,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,0,1.8,0,1.8,1.8
QThreshold,10,10,9,0,2.0,0,2.0,2.0
Random,10,10,9,0,3.8,0.0,3.8,3.8
RandomizedPmax,10,10,9,0,2.0,0.0,2.0,2.0
FastGreedy,10,10,9,1,2.2,0,2.2,2.2
QThreshold,10,10,9,1,6.0,0,6.0,6.0
Random,10,10,9,1,3.6,0.0,3.6,3.6
RandomizedPmax,10,10,9,1,2.0,0.0,2.0,2.0
FastGreedy,10,10,9,2,1.5,0,1.5,1.5
QThreshold,10,10,9,2,8.0,0,8.0,8.0
Random,10,10,9,2,5.7,0.0,5.7,5.7
RandomizedPmax,10,10,9,2,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,3,2.0,0,2.0,2.0
QThreshold,10,10,9,3,8.0,0,8.0,8.0
Random,10,10,9,3,4.3,0.0,4.3,4.3
RandomizedPmax,10,10,9,3,2.7724137931034485,0.21479188279168882,2.0,3.0
FastGreedy,10,10,9,4,1.8,0,1.8,1.8
QThreshold,10,10,9,4,2.0,0,2.0,2.0
Random,10,10,9,4,3.7,0.0,3.7,3.7
RandomizedPmax,10,10,9,4,2.0,0.0,2.0,2.0
FastGreedy,10,10,9,5,2.3,0,2.3,2.3
QThreshold,10,10,9,5,7.0,0,7.0,7.0
Random,10,10,9,5,4.6,0.0,4.6,4.6
RandomizedPmax,10,10,9,5,2.683333333333333,0.14624940645653534,2.4,2.9
FastGreedy,10,10,9,6,2.2,0,2.2,2.2
QThreshold,10,10,9,6,2.0,0,2.0,2.0
Random,10,10,9,6,2.65,0.0,2.65,2.65
RandomizedPmax,10,10,9,6,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,7,2.066666666666667,0,2.066666666666667,2.066666666666667
QThreshold,10,10,9,7,1.6666666666666667,0,1.6666666666666667,1.6666666666666667
Random,10,10,9,7,2.2,0.0,2.2,2.2
RandomizedPmax,10,10,9,7,1.4,0.1511857892036909,1.2,1.6
FastGreedy,10,10,9,8,2.3,0,2.3,2.3
QThreshold,10,10,9,8,8.0,0,8.0,8.0
Random,10,10,9,8,5.2,0.0,5.2,5.2
RandomizedPmax,10,10,9,8,2.375,0.17853571071357122,2.0,2.8
FastGreedy,10,10,9,9,2.2,0,2.2,2.2
QThreshold,10,10,9,9,6.0,0,6.0,6.0
Random,10,10,9,9,5.5,0.0,5.5,5.5
RandomizedPmax,10,10,9,9,2.0,0.0,2.0,2.0
FastGreedy,10,10,9,10,1.5,0,1.5,1.5
QThreshold,10,10,9,10,6.0,0,6.0,6.0
Random,10,10,9,10,5.6,0.0,5.6,5.6
RandomizedPmax,10,10,9,10,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,11,2.1,0,2.1,2.1
QThreshold,10,10,9,11,7.0,0,7.0,7.0
Random,10,10,9,11,4.1,0.0,4.1,4.1
RandomizedPmax,10,10,9,11,2.0,0.0,2.0,2.0
FastGreedy,10,10,9,12,1.9,0,1.9,1.9
QThreshold,10,10,9,12,2.0,0,2.0,2.0
Random,10,10,9,12,2.8,0.0,2.8,2.8
RandomizedPmax,10,10,9,12,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,13,1.75,0,1.75,1.75
QThreshold,10,10,9,13,3.0,0,3.0,3.0
Random,10,10,9,13,2.4,0.0,2.4,2.4
RandomizedPmax,10,10,9,13,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,14,2.2,0,2.2,2.2
QThreshold,10,10,9,14,5.0,0,5.0,5.0
Random,10,10,9,14,4.7,0.0,4.7,4.7
RandomizedPmax,10,10,9,14,2.2,0.0,2.2,2.2
FastGreedy,10,10,9,15,1.4,0,1.4,1.4
QThreshold,10,10,9,15,8.0,0,8.0,8.0
Random,10,10,9,15,4.9,0.0,4.9,4.9
RandomizedPmax,10,10,9,15,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,16,1.0,0,1.0,1.0
QThreshold,10,10,9,16,1.0,0,1.0,1.0
Random,10,10,9,16,7.1,0.0,7.1,7.1
RandomizedPmax,10,10,9,16,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,17,1.0,0,1.0,1.0
QThreshold,10,10,9,17,9.0,0,9.0,9.0
Random,10,10,9,17,7.1,0.0,7.1,7.1
RandomizedPmax,10,10,9,17,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,18,2.3,0,2.3,2.3
QThreshold,10,10,9,18,4.0,0,4.0,4.0
Random,10,10,9,18,3.8,0.0,3.8,3.8
RandomizedPmax,10,10,9,18,2.0,0.0,2.0,2.0
FastGreedy,10,10,9,19,1.6,0,1.6,1.6
QThreshold,10,10,9,19,1.0,0,1.0,1.0
Random,10,10,9,19,3.4,0.0,3.4,3.4
RandomizedPmax,10,10,9,19,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,20,1.0,0,1.0,1.0
QThreshold,10,10,9,20,1.0,0,1.0,1.0
Random,10,10,9,20,5.6,0.0,5.6,5.6
RandomizedPmax,10,10,9,20,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,21,2.3,0,2.3,2.3
QThreshold,10,10,9,21,4.0,0,4.0,4.0
Random,10,10,9,21,4.7,0.0,4.7,4.7
RandomizedPmax,10,10,9,21,2.0,0.0,2.0,2.0
FastGreedy,10,10,9,22,1.4,0,1.4,1.4
QThreshold,10,10,9,22,8.0,0,8.0,8.0
Random,10,10,9,22,5.0,0.0,5.0,5.0
RandomizedPmax,10,10,9,22,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,23,1.0,0,1.0,1.0
QThreshold,10,10,9,23,8.0,0,8.0,8.0
Random,10,10,9,23,5.0,0.0,5.0,5.0
RandomizedPmax,10,10,9,23,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,24,1.55,0,1.55,1.55
QThreshold,10,10,9,24,2.5,0,2.5,2.5
Random,10,10,9,24,2.6,0.0,2.6,2.6
RandomizedPmax,10,10,9,24,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,25,1.8,0,1.8,1.8
QThreshold,10,10,9,25,8.0,0,8.0,8.0
Random,10,10,9,25,3.8,0.0,3.8,3.8
RandomizedPmax,10,10,9,25,2.0,0.0,2.0,2.0
FastGreedy,10,10,9,26,1.2666666666666666,0,1.2666666666666666,1.2666666666666666
QThreshold,10,10,9,26,2.3333333333333335,0,2.3333333333333335,2.3333333333333335
Random,10,10,9,26,1.9,0.0,1.9,1.9
RandomizedPmax,10,10,9,26,1.1333333333333333,0.050395263067896955,1.0666666666666667,1.2333333333333334
FastGreedy,10,10,9,27,1.4,0,1.4,1.4
QThreshold,10,10,9,27,5.0,0,5.0,5.0
Random,10,10,9,27,4.1,0.0,4.1,4.1
RandomizedPmax,10,10,9,27,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,28,1.0,0,1.0,1.0
QThreshold,10,10,9,28,9.0,0,9.0,9.0
Random,10,10,9,28,5.8,0.0,5.8,5.8
RandomizedPmax,10,10,9,28,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,29,2.0,0,2.0,2.0
QThreshold,10,10,9,29,3.0,0,3.0,3.0
Random,10,10,9,29,3.7,0.0,3.7,3.7
RandomizedPmax,10,10,9,29,2.0,0.0,2.0,2.0
FastGreedy,10,10,9,30,2.0,0,2.0,2.0
QThreshold,10,10,9,30,8.0,0,8.0,8.0
Random,10,10,9,30,6.9,0.0,6.9,6.9
RandomizedPmax,10,10,9,30,2.4,0.1414213562373095,2.2,2.6
FastGreedy,10,10,9,31,2.1,0,2.1,2.1
QThreshold,10,10,9,31,5.0,0,5.0,5.0
Random,10,10,9,31,2.5,0.0,2.5,2.5
RandomizedPmax,10,10,9,31,2.0,0.0,2.0,2.0
FastGreedy,10,10,9,32,1.9,0,1.9,1.9
QThreshold,10,10,9,32,4.0,0,4.0,4.0
Random,10,10,9,32,5.1,0.0,5.1,5.1
RandomizedPmax,10,10,9,32,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,33,1.025,0,1.025,1.025
QThreshold,10,10,9,33,1.75,0,1.75,1.75
Random,10,10,9,33,1.625,0.0,1.625,1.625
RandomizedPmax,10,10,9,33,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,34,1.1,0,1.1,1.1
QThreshold,10,10,9,34,2.3333333333333335,0,2.3333333333333335,2.3333333333333335
Random,10,10,9,34,2.066666666666667,0.0,2.066666666666667,2.066666666666667
RandomizedPmax,10,10,9,34,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,35,1.5,0,1.5,1.5
QThreshold,10,10,9,35,9.0,0,9.0,9.0
Random,10,10,9,35,7.1,0.0,7.1,7.1
RandomizedPmax,10,10,9,35,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,36,1.0,0,1.0,1.0
QThreshold,10,10,9,36,7.0,0,7.0,7.0
Random,10,10,9,36,3.1,0.0,3.1,3.1
RandomizedPmax,10,10,9,36,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,37,1.6,0,1.6,1.6
QThreshold,10,10,9,37,4.0,0,4.0,4.0
Random,10,10,9,37,2.8,0.0,2.8,2.8
RandomizedPmax,10,10,9,37,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,38,1.9,0,1.9,1.9
QThreshold,10,10,9,38,4.0,0,4.0,4.0
Random,10,10,9,38,4.1,0.0,4.1,4.1
RandomizedPmax,10,10,9,38,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,39,1.7,0,1.7,1.7
QThreshold,10,10,9,39,3.0,0,3.0,3.0
Random,10,10,9,39,2.7,0.0,2.7,2.7
RandomizedPmax,10,10,9,39,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,40,1.4,0,1.4,1.4
QThreshold,10,10,9,40,5.0,0,5.0,5.0
Random,10,10,9,40,5.5,0.0,5.5,5.5
RandomizedPmax,10,10,9,40,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,41,1.9,0,1.9,1.9
QThreshold,10,10,9,41,4.0,0,4.0,4.0
Random,10,10,9,41,3.7,0.0,3.7,3.7
RandomizedPmax,10,10,9,41,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,42,2.0,0,2.0,2.0
QThreshold,10,10,9,42,8.0,0,8.0,8.0
Random,10,10,9,42,4.0,0.0,4.0,4.0
RandomizedPmax,10,10,9,42,2.4,0.0,2.4,2.4
FastGreedy,10,10,9,43,2.3,0,2.3,2.3
QThreshold,10,10,9,43,4.0,0,4.0,4.0
Random,10,10,9,43,6.0,0.0,6.0,6.0
RandomizedPmax,10,10,9,43,2.0,0.0,2.0,2.0
FastGreedy,10,10,9,44,1.0,0,1.0,1.0
QThreshold,10,10,9,44,1.0,0,1.0,1.0
Random,10,10,9,44,5.3,0.0,5.3,5.3
RandomizedPmax,10,10,9,44,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,45,2.0,0,2.0,2.0
QThreshold,10,10,9,45,5.0,0,5.0,5.0
Random,10,10,9,45,5.8,0.0,5.8,5.8
RandomizedPmax,10,10,9,45,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,46,2.3,0,2.3,2.3
QThreshold,10,10,9,46,9.0,0,9.0,9.0
Random,10,10,9,46,5.0,0.0,5.0,5.0
RandomizedPmax,10,10,9,46,2.8,0.0,2.8,2.8
FastGreedy,10,10,9,47,2.0,0,2.0,2.0
QThreshold,10,10,9,47,5.0,0,5.0,5.0
Random,10,10,9,47,5.6,0.0,5.6,5.6
RandomizedPmax,10,10,9,47,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,48,1.8,0,1.8,1.8
QThreshold,10,10,9,48,7.0,0,7.0,7.0
Random,10,10,9,48,3.9,0.0,3.9,3.9
RandomizedPmax,10,10,9,48,2.0,0.0,2.0,2.0
FastGreedy,10,10,9,49,1.5,0,1.5,1.5
QThreshold,10,10,9,49,9.0,0,9.0,9.0
Random,10,10,9,49,4.9,0.0,4.9,4.9
RandomizedPmax,10,10,9,49,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,50,1.85,0,1.85,1.85
QThreshold,10,10,9,50,4.5,0,4.5,4.5
Random,10,10,9,50,2.65,0.0,2.65,2.65
RandomizedPmax,10,10,9,50,1.3223404255319147,0.08493333470728544,1.15,1.5
FastGreedy,10,10,9,51,1.0,0,1.0,1.0
QThreshold,10,10,9,51,1.0,0,1.0,1.0
Random,10,10,9,51,4.2,0.0,4.2,4.2
RandomizedPmax,10,10,9,51,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,52,2.0,0,2.0,2.0
QThreshold,10,10,9,52,5.0,0,5.0,5.0
Random,10,10,9,52,4.5,0.0,4.5,4.5
RandomizedPmax,10,10,9,52,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,53,2.3,0,2.3,2.3
QThreshold,10,10,9,53,9.0,0,9.0,9.0
Random,10,10,9,53,6.8,0.0,6.8,6.8
RandomizedPmax,10,10,9,53,2.4,0.2138089935299395,2.2,2.8
FastGreedy,10,10,9,54,2.0,0,2.0,2.0
QThreshold,10,10,9,54,8.0,0,8.0,8.0
Random,10,10,9,54,5.2,0.0,5.2,5.2
RandomizedPmax,10,10,9,54,2.4,0.0,2.4,2.4
FastGreedy,10,10,9,55,1.0,0,1.0,1.0
QThreshold,10,10,9,55,8.0,0,8.0,8.0
Random,10,10,9,55,6.4,0.0,6.4,6.4
RandomizedPmax,10,10,9,55,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,56,1.4,0,1.4,1.4
QThreshold,10,10,9,56,5.0,0,5.0,5.0
Random,10,10,9,56,6.2,0.0,6.2,6.2
RandomizedPmax,10,10,9,56,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,57,1.4,0,1.4,1.4
QThreshold,10,10,9,57,8.0,0,8.0,8.0
Random,10,10,9,57,6.0,0.0,6.0,6.0
RandomizedPmax,10,10,9,57,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,58,1.1,0,1.1,1.1
QThreshold,10,10,9,58,1.0,0,1.0,1.0
Random,10,10,9,58,2.45,0.0,2.45,2.45
RandomizedPmax,10,10,9,58,1.0,0.0,1.0,1.0
FastGreedy,10,10,9,59,2.3,0,2.3,2.3
QThreshold,10,10,9,59,3.0,0,3.0,3.0
Random,10,10,9,59,4.8,0.0,4.8,4.8
RandomizedPmax,10,10,9,59,2.6735294117647053,0.15398400132598153,2.4,3.0
FastGreedy,10,10,9,60,1.0,0,1.0,1.0
